1,1,1
2,32,1
3,48,1
5,56,1
8,60,1
12,62,1
17,63,1
23,64,1
4,80,1
6,88,1
9,92,1
13,94,1
18,95,1
24,96,1
7,104,1
10,108,1
14,110,1
19,111,1
25,112,1
11,116,1
15,118,1
20,119,1
26,120,1
16,122,1
21,123,1
27,124,1
22,125,1
28,126,1
29,127,1
1,130,1
30,159,1
31,175,1
33,183,1
36,187,1
40,189,1
51,191,1
45,192,1
32,207,1
34,215,1
37,219,1
41,221,1
52,223,1
46,224,1
35,231,1
38,235,1
42,237,1
53,239,1
47,240,1
39,243,1
43,245,1
54,247,1
48,248,1
44,249,1
55,251,1
49,252,1
56,253,1
50,254,1
57,256,1
1,259,1
58,286,1
59,302,1
61,310,1
64,314,1
73,317,1
79,318,1
68,320,1
60,334,1
62,342,1
65,346,1
74,349,1
80,350,1
69,352,1
63,358,1
66,362,1
75,365,1
81,366,1
70,368,1
67,370,1
76,373,1
82,374,1
71,376,1
77,377,1
83,378,1
72,380,1
85,381,1
78,383,1
84,384,1
1,388,1
86,413,1
87,429,1
89,437,1
92,441,1
107,445,1
101,446,1
96,447,1
88,461,1
90,469,1
93,473,1
108,477,1
102,478,1
97,479,1
91,485,1
94,489,1
109,493,1
103,494,1
98,495,1
95,497,1
110,501,1
104,502,1
99,503,1
111,505,1
105,506,1
100,507,1
113,510,1
112,511,1
106,512,1
1,517,1
114,540,1
115,556,1
117,564,1
124,570,1
129,571,1
135,572,1
120,576,1
116,588,1
118,596,1
125,602,1
130,603,1
136,604,1
121,608,1
119,612,1
126,618,1
131,619,1
137,620,1
122,624,1
127,626,1
132,627,1
138,628,1
123,632,1
134,633,1
140,634,1
141,635,1
128,638,1
133,639,1
139,640,1
1,646,1
142,667,1
143,683,1
145,691,1
152,697,1
163,699,1
157,700,1
148,703,1
144,715,1
146,723,1
153,729,1
164,731,1
158,732,1
149,735,1
147,739,1
154,745,1
165,747,1
159,748,1
150,751,1
155,753,1
166,755,1
160,756,1
151,759,1
168,761,1
162,762,1
169,764,1
156,765,1
167,767,1
161,768,1
1,775,1
170,794,1
171,810,1
173,818,1
185,825,1
191,826,1
180,828,1
176,830,1
172,842,1
174,850,1
186,857,1
192,858,1
181,860,1
177,862,1
175,866,1
187,873,1
193,874,1
182,876,1
178,878,1
188,881,1
194,882,1
183,884,1
179,886,1
197,889,1
190,891,1
196,892,1
189,893,1
195,894,1
184,896,1
1,904,1
198,921,1
199,937,1
201,945,1
219,953,1
213,954,1
208,955,1
204,957,1
200,969,1
202,977,1
220,985,1
214,986,1
209,987,1
205,989,1
203,993,1
221,1001,1
215,1002,1
210,1003,1
206,1005,1
222,1009,1
216,1010,1
211,1011,1
207,1013,1
225,1018,1
224,1019,1
218,1020,1
223,1021,1
217,1022,1
212,1023,1
1,1033,1
226,1048,1
227,1064,1
232,1076,1
236,1078,1
241,1079,1
247,1080,1
229,1088,1
228,1096,1
233,1108,1
237,1110,1
242,1111,1
248,1112,1
230,1120,1
234,1124,1
238,1126,1
243,1127,1
249,1128,1
231,1136,1
240,1138,1
245,1139,1
251,1140,1
246,1141,1
252,1142,1
253,1143,1
235,1148,1
239,1150,1
244,1151,1
250,1152,1
1,1162,1
254,1175,1
255,1191,1
260,1203,1
264,1205,1
275,1207,1
269,1208,1
257,1215,1
256,1223,1
261,1235,1
265,1237,1
276,1239,1
270,1240,1
258,1247,1
262,1251,1
266,1253,1
277,1255,1
271,1256,1
259,1263,1
268,1265,1
279,1267,1
273,1268,1
280,1269,1
274,1270,1
281,1272,1
263,1275,1
267,1277,1
278,1279,1
272,1280,1
1,1291,1
282,1302,1
283,1318,1
288,1330,1
297,1333,1
303,1334,1
292,1336,1
285,1342,1
284,1350,1
289,1362,1
298,1365,1
304,1366,1
293,1368,1
286,1374,1
290,1378,1
299,1381,1
305,1382,1
294,1384,1
287,1390,1
301,1393,1
307,1394,1
296,1396,1
309,1397,1
302,1399,1
308,1400,1
291,1402,1
300,1405,1
306,1406,1
295,1408,1
1,1420,1
310,1429,1
311,1445,1
316,1457,1
331,1461,1
325,1462,1
320,1463,1
313,1469,1
312,1477,1
317,1489,1
332,1493,1
326,1494,1
321,1495,1
314,1501,1
318,1505,1
333,1509,1
327,1510,1
322,1511,1
315,1517,1
335,1521,1
329,1522,1
324,1523,1
337,1526,1
336,1527,1
330,1528,1
319,1529,1
334,1533,1
328,1534,1
323,1535,1
1,1549,1
338,1556,1
339,1572,1
348,1586,1
353,1587,1
359,1588,1
344,1592,1
341,1596,1
340,1604,1
349,1618,1
354,1619,1
360,1620,1
345,1624,1
342,1628,1
350,1634,1
355,1635,1
361,1636,1
346,1640,1
343,1644,1
358,1649,1
364,1650,1
365,1651,1
352,1654,1
357,1655,1
363,1656,1
351,1658,1
356,1659,1
362,1660,1
347,1664,1
1,1678,1
366,1683,1
367,1699,1
376,1713,1
387,1715,1
381,1716,1
372,1719,1
369,1723,1
368,1731,1
377,1745,1
388,1747,1
382,1748,1
373,1751,1
370,1755,1
378,1761,1
389,1763,1
383,1764,1
374,1767,1
371,1771,1
392,1777,1
386,1778,1
393,1780,1
380,1781,1
391,1783,1
385,1784,1
379,1785,1
390,1787,1
384,1788,1
375,1791,1
1,1807,1
394,1810,1
395,1826,1
409,1841,1
415,1842,1
404,1844,1
400,1846,1
397,1850,1
396,1858,1
410,1873,1
416,1874,1
405,1876,1
401,1878,1
398,1882,1
411,1889,1
417,1890,1
406,1892,1
402,1894,1
399,1898,1
421,1905,1
414,1907,1
420,1908,1
413,1909,1
419,1910,1
408,1912,1
412,1913,1
418,1914,1
407,1916,1
403,1918,1
1,1936,1
422,1937,1
423,1953,1
443,1969,1
437,1970,1
432,1971,1
428,1973,1
425,1977,1
424,1985,1
444,2001,1
438,2002,1
433,2003,1
429,2005,1
426,2009,1
445,2017,1
439,2018,1
434,2019,1
430,2021,1
427,2025,1
449,2034,1
448,2035,1
442,2036,1
447,2037,1
441,2038,1
436,2039,1
446,2041,1
440,2042,1
435,2043,1
431,2045,1
422,2064,1
1,2065,1
452,2088,1
455,2092,1
459,2094,1
464,2095,1
470,2096,1
450,2112,1
453,2120,1
456,2124,1
460,2126,1
465,2127,1
471,2128,1
451,2144,1
458,2148,1
462,2150,1
467,2151,1
473,2152,1
463,2154,1
468,2155,1
474,2156,1
469,2157,1
475,2158,1
476,2159,1
454,2168,1
457,2172,1
461,2174,1
466,2175,1
472,2176,1
394,2191,1
1,2194,1
479,2215,1
482,2219,1
486,2221,1
497,2223,1
491,2224,1
477,2239,1
480,2247,1
483,2251,1
487,2253,1
498,2255,1
492,2256,1
478,2271,1
485,2275,1
489,2277,1
500,2279,1
494,2280,1
490,2281,1
501,2283,1
495,2284,1
502,2285,1
496,2286,1
503,2288,1
481,2295,1
484,2299,1
488,2301,1
499,2303,1
493,2304,1
366,2318,1
1,2323,1
506,2342,1
509,2346,1
518,2349,1
524,2350,1
513,2352,1
504,2366,1
507,2374,1
510,2378,1
519,2381,1
525,2382,1
514,2384,1
505,2398,1
512,2402,1
521,2405,1
527,2406,1
516,2408,1
522,2409,1
528,2410,1
517,2412,1
530,2413,1
523,2415,1
529,2416,1
508,2422,1
511,2426,1
520,2429,1
526,2430,1
515,2432,1
338,2445,1
1,2452,1
533,2469,1
536,2473,1
551,2477,1
545,2478,1
540,2479,1
531,2493,1
534,2501,1
537,2505,1
552,2509,1
546,2510,1
541,2511,1
532,2525,1
539,2529,1
554,2533,1
548,2534,1
543,2535,1
555,2537,1
549,2538,1
544,2539,1
557,2542,1
556,2543,1
550,2544,1
535,2549,1
538,2553,1
553,2557,1
547,2558,1
542,2559,1
310,2572,1
1,2581,1
560,2596,1
567,2602,1
572,2603,1
578,2604,1
563,2608,1
558,2620,1
561,2628,1
568,2634,1
573,2635,1
579,2636,1
564,2640,1
559,2652,1
570,2658,1
575,2659,1
581,2660,1
566,2664,1
577,2665,1
583,2666,1
584,2667,1
571,2670,1
576,2671,1
582,2672,1
562,2676,1
569,2682,1
574,2683,1
580,2684,1
565,2688,1
282,2699,1
1,2710,1
587,2723,1
594,2729,1
605,2731,1
599,2732,1
590,2735,1
585,2747,1
588,2755,1
595,2761,1
606,2763,1
600,2764,1
591,2767,1
586,2779,1
597,2785,1
608,2787,1
602,2788,1
593,2791,1
610,2793,1
604,2794,1
611,2796,1
598,2797,1
609,2799,1
603,2800,1
589,2803,1
596,2809,1
607,2811,1
601,2812,1
592,2815,1
254,2826,1
1,2839,1
614,2850,1
626,2857,1
632,2858,1
621,2860,1
617,2862,1
612,2874,1
615,2882,1
627,2889,1
633,2890,1
622,2892,1
618,2894,1
613,2906,1
629,2913,1
635,2914,1
624,2916,1
620,2918,1
638,2921,1
631,2923,1
637,2924,1
630,2925,1
636,2926,1
625,2928,1
616,2930,1
628,2937,1
634,2938,1
623,2940,1
619,2942,1
226,2953,1
1,2968,1
641,2977,1
659,2985,1
653,2986,1
648,2987,1
644,2989,1
639,3001,1
642,3009,1
660,3017,1
654,3018,1
649,3019,1
645,3021,1
640,3033,1
662,3041,1
656,3042,1
651,3043,1
647,3045,1
665,3050,1
664,3051,1
658,3052,1
663,3053,1
657,3054,1
652,3055,1
643,3057,1
661,3065,1
655,3066,1
650,3067,1
646,3069,1
198,3080,1
1,3097,1
671,3108,1
675,3110,1
680,3111,1
686,3112,1
668,3120,1
666,3128,1
672,3140,1
676,3142,1
681,3143,1
687,3144,1
669,3152,1
667,3160,1
679,3170,1
684,3171,1
690,3172,1
685,3173,1
691,3174,1
692,3175,1
674,3180,1
678,3182,1
683,3183,1
689,3184,1
673,3188,1
677,3190,1
682,3191,1
688,3192,1
670,3200,1
170,3207,1
1,3226,1
698,3235,1
702,3237,1
713,3239,1
707,3240,1
695,3247,1
693,3255,1
699,3267,1
703,3269,1
714,3271,1
708,3272,1
696,3279,1
694,3287,1
706,3297,1
717,3299,1
711,3300,1
718,3301,1
712,3302,1
719,3304,1
701,3307,1
705,3309,1
716,3311,1
710,3312,1
700,3315,1
704,3317,1
715,3319,1
709,3320,1
697,3327,1
142,3334,1
1,3355,1
725,3362,1
734,3365,1
740,3366,1
729,3368,1
722,3374,1
720,3382,1
726,3394,1
735,3397,1
741,3398,1
730,3400,1
723,3406,1
721,3414,1
738,3425,1
744,3426,1
733,3428,1
746,3429,1
739,3431,1
745,3432,1
728,3434,1
737,3437,1
743,3438,1
732,3440,1
727,3442,1
736,3445,1
742,3446,1
731,3448,1
724,3454,1
114,3461,1
1,3484,1
752,3489,1
767,3493,1
761,3494,1
756,3495,1
749,3501,1
747,3509,1
753,3521,1
768,3525,1
762,3526,1
757,3527,1
750,3533,1
748,3541,1
771,3553,1
765,3554,1
760,3555,1
773,3558,1
772,3559,1
766,3560,1
755,3561,1
770,3565,1
764,3566,1
759,3567,1
754,3569,1
769,3573,1
763,3574,1
758,3575,1
751,3581,1
86,3588,1
1,3613,1
783,3618,1
788,3619,1
794,3620,1
779,3624,1
776,3628,1
774,3636,1
784,3650,1
789,3651,1
795,3652,1
780,3656,1
777,3660,1
775,3668,1
793,3681,1
799,3682,1
800,3683,1
787,3686,1
792,3687,1
798,3688,1
786,3690,1
791,3691,1
797,3692,1
782,3696,1
785,3698,1
790,3699,1
796,3700,1
781,3704,1
778,3708,1
58,3715,1
1,3742,1
810,3745,1
821,3747,1
815,3748,1
806,3751,1
803,3755,1
801,3763,1
811,3777,1
822,3779,1
816,3780,1
807,3783,1
804,3787,1
802,3795,1
826,3809,1
820,3810,1
827,3812,1
814,3813,1
825,3815,1
819,3816,1
813,3817,1
824,3819,1
818,3820,1
809,3823,1
812,3825,1
823,3827,1
817,3828,1
808,3831,1
805,3835,1
30,3842,1
1,3871,1
842,3873,1
848,3874,1
837,3876,1
833,3878,1
830,3882,1
828,3890,1
843,3905,1
849,3906,1
838,3908,1
834,3910,1
831,3914,1
829,3922,1
854,3937,1
847,3939,1
853,3940,1
846,3941,1
852,3942,1
841,3944,1
845,3945,1
851,3946,1
840,3948,1
836,3950,1
844,3953,1
850,3954,1
839,3956,1
835,3958,1
832,3962,1
2,3969,1
1,4000,1
875,4001,1
869,4002,1
864,4003,1
860,4005,1
857,4009,1
855,4017,1
876,4033,1
870,4034,1
865,4035,1
861,4037,1
858,4041,1
856,4049,1
881,4066,1
880,4067,1
874,4068,1
879,4069,1
873,4070,1
868,4071,1
878,4073,1
872,4074,1
867,4075,1
863,4077,1
877,4081,1
871,4082,1
866,4083,1
862,4085,1
859,4089,1
423,4112,1
641,4120,1
752,4124,1
810,4126,1
842,4127,1
875,4128,1
1,4129,1
882,4160,1
885,4168,1
887,4172,1
890,4174,1
894,4175,1
899,4176,1
888,4180,1
891,4182,1
895,4183,1
900,4184,1
892,4186,1
896,4187,1
901,4188,1
897,4189,1
902,4190,1
903,4191,1
883,4208,1
884,4216,1
886,4220,1
889,4222,1
893,4223,1
898,4224,1
395,4239,1
614,4247,1
725,4251,1
783,4253,1
848,4255,1
869,4256,1
1,4258,1
904,4287,1
907,4295,1
909,4299,1
912,4301,1
921,4303,1
916,4304,1
910,4307,1
913,4309,1
922,4311,1
917,4312,1
914,4313,1
923,4315,1
918,4316,1
924,4317,1
919,4318,1
925,4320,1
905,4335,1
906,4343,1
908,4347,1
911,4349,1
920,4351,1
915,4352,1
367,4366,1
587,4374,1
698,4378,1
788,4381,1
821,4382,1
864,4384,1
1,4387,1
926,4414,1
929,4422,1
931,4426,1
938,4429,1
943,4430,1
934,4432,1
932,4434,1
939,4437,1
944,4438,1
935,4440,1
940,4441,1
945,4442,1
936,4444,1
947,4445,1
941,4447,1
946,4448,1
927,4462,1
928,4470,1
930,4474,1
937,4477,1
942,4478,1
933,4480,1
339,4493,1
560,4501,1
671,4505,1
794,4509,1
815,4510,1
837,4511,1
1,4516,1
948,4541,1
951,4549,1
953,4553,1
965,4557,1
960,4558,1
956,4559,1
954,4561,1
966,4565,1
961,4566,1
957,4567,1
967,4569,1
962,4570,1
958,4571,1
969,4574,1
968,4575,1
963,4576,1
949,4589,1
950,4597,1
952,4601,1
964,4605,1
959,4606,1
955,4607,1
311,4620,1
533,4628,1
702,4634,1
734,4635,1
767,4636,1
860,4640,1
1,4645,1
970,4668,1
973,4676,1
978,4682,1
982,4683,1
987,4684,1
975,4688,1
979,4690,1
983,4691,1
988,4692,1
976,4696,1
985,4697,1
990,4698,1
991,4699,1
980,4702,1
984,4703,1
989,4704,1
971,4716,1
972,4724,1
977,4730,1
981,4731,1
986,4732,1
974,4736,1
283,4747,1
506,4755,1
675,4761,1
740,4763,1
761,4764,1
833,4767,1
1,4774,1
992,4795,1
995,4803,1
1000,4809,1
1009,4811,1
1004,4812,1
997,4815,1
1001,4817,1
1010,4819,1
1005,4820,1
998,4823,1
1012,4825,1
1007,4826,1
1013,4828,1
1002,4829,1
1011,4831,1
1006,4832,1
993,4843,1
994,4851,1
999,4857,1
1008,4859,1
1003,4860,1
996,4863,1
255,4874,1
479,4882,1
680,4889,1
713,4890,1
756,4892,1
806,4894,1
1,4903,1
1014,4922,1
1017,4930,1
1026,4937,1
1031,4938,1
1022,4940,1
1019,4942,1
1027,4945,1
1032,4946,1
1023,4948,1
1020,4950,1
1035,4953,1
1029,4955,1
1034,4956,1
1028,4957,1
1033,4958,1
1024,4960,1
1015,4970,1
1016,4978,1
1025,4985,1
1030,4986,1
1021,4988,1
1018,4990,1
227,5001,1
452,5009,1
686,5017,1
707,5018,1
729,5019,1
779,5021,1
1,5032,1
1036,5049,1
1039,5057,1
1053,5065,1
1048,5066,1
1044,5067,1
1041,5069,1
1054,5073,1
1049,5074,1
1045,5075,1
1042,5077,1
1057,5082,1
1056,5083,1
1051,5084,1
1055,5085,1
1050,5086,1
1046,5087,1
1037,5097,1
1038,5105,1
1052,5113,1
1047,5114,1
1043,5115,1
1040,5117,1
199,5128,1
536,5140,1
594,5142,1
626,5143,1
659,5144,1
857,5152,1
1,5161,1
1058,5176,1
1063,5188,1
1066,5190,1
1070,5191,1
1075,5192,1
1061,5200,1
1068,5202,1
1072,5203,1
1077,5204,1
1073,5205,1
1078,5206,1
1079,5207,1
1064,5212,1
1067,5214,1
1071,5215,1
1076,5216,1
1059,5224,1
1062,5236,1
1065,5238,1
1069,5239,1
1074,5240,1
1060,5248,1
171,5255,1
509,5267,1
567,5269,1
632,5271,1
653,5272,1
830,5279,1
1,5290,1
1080,5303,1
